cif,a,b,c,alpha,beta,gamma,sg,cs
4002566,3.8274,3.8329,11.3652,90.0,90.0,90.0,47,2
4002567,3.8213,3.8274,11.3682,90.0,90.0,90.0,47,2
4002568,3.8159,3.8229,11.3742,90.0,90.0,90.0,47,2
4002569,3.8115,3.818,11.3856,90.0,90.0,90.0,47,2
4002570,3.8422,3.8422,11.3731,90.0,90.0,90.0,123,3
4002571,3.8578,3.8578,11.4731,90.0,90.0,90.0,123,3
4002572,3.3251,5.7432,22.939,90.0,90.0,90.0,42,2
4002573,10.158,10.158,10.158,90.0,90.0,90.0,198,6
4002574,7.5475,12.5581,7.8286,90.0,101.55,90.0,14,1
4002575,19.1745,19.1745,7.9943,90.0,90.0,120.0,161,4
4002577,5.87961,7.3156,9.13945,90.0,90.0,90.0,31,2
4002578,8.0375,10.99,11.1115,90.0,110.9214,90.0,14,1
4002579,11.845,3.677,9.058,90.0,88.635,90.0,12,1
4002581,9.8394,5.6823,15.6435,90.0,102.093,90.0,12,1
4002583,3.879,3.879,11.861,90.0,90.0,90.0,123,3
4002585,8.603,8.603,21.713,90.0,90.0,120.0,167,4
4002586,8.563,8.563,21.684,90.0,90.0,120.0,167,4
4002587,8.39,8.39,22.04,90.0,90.0,120.0,148,4
4002588,8.342,8.342,21.951,90.0,90.0,120.0,148,4
4002589,19.3151,5.3196,5.3111,90.0,90.0,90.0,63,2
4002600,3.8764,7.8337,7.5594,90.0,90.0,90.0,47,2
4002609,3.9297,3.9297,7.6112,90.0,90.0,90.0,123,3
4002625,4.9238,4.9238,7.9643,90.0,90.0,120.0,194,5
4002626,4.9944,4.9944,16.2604,90.0,90.0,120.0,194,5
4002627,7.068,7.068,7.068,90.0,90.0,90.0,227,6
4002628,9.7034,16.823,8.4473,90.0,90.0,90.0,47,2
4002629,7.429,4.467,7.121,90.0,90.0,90.0,62,2
4002630,4.6379,10.743,7.464,90.0,90.0,90.0,63,2
4002631,13.977,13.977,9.255,90.0,90.0,90.0,107,3
4002632,13.685,13.685,9.128,90.0,90.0,90.0,107,3
4002633,13.588,13.588,9.084,90.0,90.0,90.0,107,3
4002634,7.527,7.527,4.548,90.0,90.0,120.0,189,5
4002635,7.072,4.3742,7.573,90.0,90.0,90.0,62,2
4002637,4.6879,4.6879,3.013,90.0,90.0,90.0,136,3
4002638,3.9245,3.9245,15.26,90.0,90.0,90.0,78,3
4002639,13.6447,13.6447,19.72928,90.0,90.0,120.0,194,5
4002641,5.5526,5.5526,6.07271,90.0,90.0,90.0,118,3
4002642,7.85254,7.85254,12.14548,90.0,90.0,90.0,142,3
4002643,12.638,9.321,9.205,90.0,90.0,90.0,70,2
4002653,12.7943,6.3019,10.577,90.0,90.0,90.0,52,2
4002655,12.928,6.2741,10.6536,90.0,90.0,90.0,52,2
4002656,6.405,6.405,6.1427,90.0,90.0,120.0,178,5
4002657,6.3984,6.3984,6.1529,90.0,90.0,120.0,178,5
4002661,9.42424,4.05707,13.34148,90.0,121.9549,90.0,14,1
4002662,9.49954,4.084794,13.43734,90.0,122.8613,90.0,14,1
4002663,9.82047,4.19033,13.90442,90.0,123.6919,90.0,14,1
4002670,4.0576,13.6319,21.547,90.0,90.0,90.0,63,2
4002678,7.7059,18.4574,8.7525,90.0,90.0,90.0,62,2
4002686,8.176483,8.176483,3.35754,90.0,90.0,90.0,87,3
4002687,6.863,13.479,7.505,90.0,111.02,90.0,14,1
4002688,6.1805,12.436,7.386,90.0,107.0,90.0,14,1
4002699,6.341,6.341,22.3947,90.0,90.0,90.0,122,3
4002700,6.355,3.723,7.749,90.0,96.919,90.0,4,1
4002701,6.495,3.967,7.784,90.0,99.913,90.0,4,1
4002702,10.4084,10.4084,7.2791,90.0,90.0,120.0,186,5
4002703,10.4679,10.4679,7.2427,90.0,90.0,120.0,186,5
4002704,10.8797,10.8797,6.9926,90.0,90.0,120.0,186,5
4002705,5.5744,9.8439,6.017,90.0,97.252,90.0,12,1
4002706,10.518,10.518,9.5385,90.0,90.0,120.0,146,4
4002707,10.652,10.652,9.6882,90.0,90.0,120.0,146,4
4020082,4.966,9.84,6.919,90.0,107.73,90.0,14,1
4020198,25.6814,6.0774,3.8911,90.0,90.0,90.0,31,2
4020322,11.9211,8.406,9.7895,90.0,124.064,90.0,15,1
4020380,14.755,12.198,6.98,90.0,97.27,90.0,15,1
4020529,7.722,7.949,7.405,90.0,91.783,90.0,13,1
4020583,6.436,3.8375,12.878,90.0,104.65,90.0,4,1
4020593,10.9213,11.6525,9.3047,90.0,93.432,90.0,15,1
4020595,24.144,8.0642,8.0329,90.0,97.67,90.0,15,1
4020928,9.5766,9.0725,16.959,90.0,90.0,90.0,61,2
4020932,7.8752,10.7861,8.9165,90.0,109.52,90.0,14,1
4020933,8.849,9.993,9.089,90.0,104.429,90.0,14,1
4021113,14.7183,4.8658,10.0319,90.0,90.0,90.0,58,2
4021465,9.9999,7.6682,14.1917,90.0,90.0,90.0,61,2
4021466,6.0853,8.1184,11.6028,90.0,99.6469,90.0,14,1
4021471,6.2083,8.6833,11.651,90.0,102.308,90.0,14,1
4021626,13.122,8.981,10.755,90.0,123.76,90.0,15,1
4021652,5.5578,14.2895,8.6246,90.0,102.443,90.0,14,1
4022057,3.82,14.3322,12.4728,90.0,95.235,90.0,14,1
4022058,3.8203,8.8878,10.3102,104.261,92.738,92.274,2,0
4022067,11.175,13.0823,16.1471,78.82,71.278,85.826,2,0
4022214,8.906,7.277,10.389,90.0,96.55,90.0,14,1
4022252,3.777,9.4807,8.2024,90.0,98.348,90.0,11,1
4022266,14.5483,7.3661,10.7779,90.0,128.837,90.0,15,1
4022410,17.009,27.519,8.5,90.0,90.0,90.0,70,2
4022452,6.2662,13.0714,17.4538,90.0,90.0,90.0,60,2
4022531,9.345,11.447,13.661,90.0,109.105,90.0,15,1
4022836,12.7244,6.5787,8.8078,90.0,102.61,90.0,14,1
4023072,10.7984,10.7984,11.9281,90.0,90.0,90.0,88,3
4023766,6.09905,16.4375,6.54633,90.0,102.879,90.0,14,1
4024046,7.719,5.0376,15.66,90.0,92.889,90.0,14,1
4024064,20.8895,5.2252,14.8559,90.0,131.117,90.0,15,1
4024150,4.3258,8.982,8.4721,90.0,90.594,90.0,4,1
4024217,6.5313,13.5186,7.7087,90.0,93.291,90.0,14,1
4024218,4.3247,6.9071,13.3984,90.0,97.715,90.0,4,1
4024261,10.4531,17.842,7.3749,90.0,99.108,90.0,15,1
4024673,10.5739,4.9342,9.7643,90.0,100.17,90.0,14,1
4024853,9.332,20.815,4.4127,90.0,90.0,90.0,62,2
4024935,6.1093,6.1093,22.3025,90.0,90.0,90.0,96,3
4025173,3.8605,16.025,6.053,90.0,92.31,90.0,14,1
4025241,6.542,9.1,19.268,90.0,90.0,90.0,61,2
4025247,7.7022,6.0157,10.457,90.0,98.48,90.0,14,1
4025410,8.4513,11.8642,11.7832,90.0,90.0,90.0,56,2
4025878,7.0702,5.6183,13.1708,90.0,99.457,90.0,14,1
4025937,13.0338,9.1341,7.5874,90.0,93.62,90.0,15,1
4026070,9.586,6.082,11.994,90.0,110.79,90.0,14,1
4026383,15.8008,15.8008,16.9668,90.0,90.0,90.0,142,3
4026675,7.331,3.716,12.129,90.0,98.475,90.0,14,1
4026676,7.458,4.364,15.876,90.0,92.02,90.0,14,1
4026678,17.767,4.3191,17.551,90.0,117.518,90.0,15,1
4026816,7.6223,13.4408,10.4167,90.0,90.0,90.0,60,2
4027135,8.0278,6.1571,11.258,90.0,97.688,90.0,14,1
4027136,9.6302,8.7399,8.2353,90.0,105.658,90.0,14,1
4027137,10.664,13.107,3.9339,90.0,90.0,90.0,33,2
4027231,9.8369,4.7221,11.647,90.0,91.268,90.0,14,1
4027314,5.101,7.908,9.882,80.425,82.339,76.7,2,0
4027403,15.882,9.5654,11.5424,90.0,132.73,90.0,15,1
4027426,7.96,13.3679,7.1314,90.0,110.789,90.0,14,1
4027427,8.5716,13.3306,11.4902,90.0,99.517,90.0,15,1
4027608,10.6824,3.83987,12.9514,90.0,111.159,90.0,14,1
4027610,10.2263,5.79315,16.6887,90.0,90.0,90.0,61,2
4027804,5.976,14.098,24.61,90.0,90.0,90.0,70,2
4027805,5.224,5.467,8.779,75.78,89.02,65.29,2,0
4027807,14.935,4.589,8.254,90.0,90.0,90.0,53,2
4027808,16.23,4.696,8.805,90.0,90.0,90.0,53,2
4027809,5.913,13.201,22.645,90.0,90.0,90.0,70,2
4027810,5.929,13.197,22.645,90.0,90.0,90.0,70,2
4027811,5.953,13.56,23.5,90.0,90.0,90.0,70,2
4027812,7.932,10.395,10.025,90.0,90.6,90.0,14,1
4027814,12.431,6.298,6.3,90.0,90.38,90.0,12,1
4027815,6.033,7.051,7.735,73.8,92.2,104.7,2,0
4027816,6.2952,10.866,26.528,90.0,96.234,90.0,15,1
4027818,13.1075,13.1075,13.1075,90.0,90.0,90.0,205,6
4027820,8.95,8.95,8.95,90.0,90.0,90.0,218,6
4027821,4.559,10.764,7.552,90.0,90.0,90.0,63,2
4027822,6.497,6.727,9.434,90.0,92.69,90.0,11,1
4027823,6.459,6.669,9.193,90.0,93.84,90.0,11,1
4027824,9.769,13.44,7.178,90.0,90.69,90.0,15,1
4027825,7.015,6.83,6.684,94.4,107.5,88.4,2,0
4027827,3.165,3.165,3.975,90.0,90.0,120.0,191,5
4027828,6.476,14.147,6.092,90.0,110.54,90.0,14,1
4027829,9.891,9.891,17.412,90.0,90.0,120.0,166,4
4027830,12.9772,12.9772,9.5322,90.0,90.0,120.0,182,5
4028029,15.957,4.0031,15.819,90.0,116.708,90.0,14,1
4028738,12.1176,12.1176,12.1176,90.0,90.0,90.0,217,6
4029203,8.19,8.19,8.19,90.0,90.0,90.0,227,6
4029247,8.739,10.227,7.217,90.0,98.656,90.0,14,1
4029898,9.1187,5.06264,6.6952,90.0,91.508,90.0,14,1
4030144,7.341,7.341,10.015,90.0,90.0,120.0,164,4
4030153,7.295,10.397,9.314,90.0,93.93,90.0,4,1
4030177,6.688,6.72,7.402,67.9,111.6,119.7,2,0
4030178,6.662,11.677,7.083,90.0,111.82,90.0,12,1
4030179,8.8508,6.6297,5.9055,124.3,97.8,99.5,2,0
4030180,11.09,5.543,6.656,90.0,90.0,90.0,62,2
4030181,4.8246,4.8246,9.226,90.0,90.0,120.0,147,4
4030182,18.097,3.9582,18.118,90.0,116.089,90.0,12,1
4030184,8.711,8.711,4.653,90.0,90.0,120.0,150,4
4030185,4.735,4.735,9.41,90.0,90.0,90.0,102,3
4030186,12.43,12.43,11.32,90.0,90.0,120.0,167,4
4030190,8.68,8.68,16.657,90.0,90.0,90.0,87,3
4030191,9.331,10.97,3.06,90.0,90.0,90.0,62,2
4030192,9.249,10.839,3.013,90.0,90.0,90.0,62,2
4030197,7.383,7.383,7.585,90.0,90.0,120.0,182,5
4030244,6.488,3.962,7.77,90.0,99.96,90.0,11,1
4030245,21.192,3.9899,6.4048,90.0,114.15,90.0,12,1
4030246,5.6915,5.6915,27.981,90.0,90.0,120.0,160,4
4030247,6.048,6.048,15.08,90.0,90.0,90.0,139,3
4030252,8.8966,8.8966,8.8966,90.0,90.0,90.0,218,6
4030253,8.9072,8.9072,8.9072,90.0,90.0,90.0,218,6
4030254,8.923,8.923,8.923,90.0,90.0,90.0,218,6
4030255,8.9304,8.9304,8.9304,90.0,90.0,90.0,218,6
4030256,9.0154,9.0154,9.0154,90.0,90.0,90.0,218,6
4030257,9.0318,9.0318,9.0318,90.0,90.0,90.0,218,6
4030259,5.874,16.003,8.408,90.0,103.99,90.0,14,1
4030260,5.941,16.26,8.494,90.0,104.28,90.0,14,1
4030267,6.922,11.286,8.713,90.0,98.21,90.0,11,1
4030268,12.74,12.74,3.932,90.0,90.0,120.0,189,5
4030269,12.651,12.651,3.82,90.0,90.0,120.0,189,5
4030270,8.075,8.075,8.075,90.0,90.0,90.0,204,6
4030271,4.029,6.906,12.902,85.08,81.99,73.05,2,0
4030272,4.148,7.182,13.388,85.45,81.25,73.26,2,0
4030274,9.194,9.194,13.396,90.0,90.0,90.0,87,3
4030275,10.2556,10.2556,10.2556,90.0,90.0,90.0,227,6
4030277,6.0709,6.0709,4.8006,90.0,90.0,120.0,164,4
4030278,6.3658,6.3658,5.0012,90.0,90.0,120.0,164,4
4030280,7.4948,9.9796,8.277,90.0,105.679,90.0,14,1
4030281,7.6966,9.9417,8.3828,90.0,104.794,90.0,14,1
4030284,9.2549,9.2549,6.9413,90.0,90.0,120.0,186,5
4030340,5.419,11.729,8.373,90.0,94.5,90.0,11,1
4030347,5.452,14.71,7.929,90.0,94.22,90.0,14,1
4030350,5.949,5.949,20.837,90.0,90.0,120.0,166,4
4030351,5.931,5.931,21.318,90.0,90.0,120.0,166,4
4030352,5.775,5.775,20.756,90.0,90.0,120.0,166,4
4030353,5.801,5.801,20.994,90.0,90.0,120.0,166,4
4030354,5.855,5.855,21.209,90.0,90.0,120.0,166,4
4030355,5.905,5.905,21.279,90.0,90.0,120.0,166,4
4030356,8.95,12.235,10.174,90.0,90.0,90.0,62,2
4030357,9.7828,9.7828,9.3642,90.0,90.0,120.0,192,5
4030359,9.8001,9.8001,9.4105,90.0,90.0,120.0,192,5
4030360,9.7894,9.7894,9.3543,90.0,90.0,120.0,192,5
4030361,9.8049,9.8049,9.3842,90.0,90.0,120.0,192,5
4030363,3.136,3.136,17.438,90.0,90.0,120.0,166,4
4030420,9.1363,9.1363,8.1492,90.0,90.0,90.0,130,3
4030424,6.0406,8.5449,6.0558,90.0,90.0,90.0,74,2
4030425,6.0871,17.2719,6.1285,90.0,90.0,90.0,62,2
4030426,6.0896,17.2726,6.1463,90.0,90.0,90.0,62,2
4030427,6.0873,17.2696,6.2372,90.0,90.0,90.0,62,2
4030429,9.3805,13.561,17.799,90.0,90.065,90.0,12,1
4030430,9.59,9.284,5.712,90.0,90.0,90.0,43,2
4030431,5.523,9.942,12.43,90.0,99.98,90.0,14,1
4030432,5.303,8.163,8.437,109.25,106.81,92.15,2,0
4030434,9.706,9.706,10.548,90.0,90.0,90.0,140,3
4030437,6.056,5.628,8.175,90.0,103.09,90.0,4,1
4030438,5.954,5.5646,8.057,90.0,103.32,90.0,4,1
4030443,7.666,7.268,9.901,90.0,91.25,90.0,14,1
4030447,10.904,8.489,5.56,90.0,94.06,90.0,11,1
4030476,19.575,6.278,11.608,90.0,98.51,90.0,15,1
4030478,9.6582,9.7411,5.7155,90.0,90.0,90.0,62,2
4030480,8.2554,6.8852,6.8533,90.0,99.629,90.0,14,1
4030481,16.5216,5.5205,5.3515,90.0,90.0,90.0,46,2
4030482,6.10906,6.10906,6.10906,90.0,90.0,90.0,225,6
4030483,6.351,7.951,9.508,67.86,68.51,78.88,2,0
4030485,4.026,4.026,20.493,90.0,90.0,120.0,166,4
4030486,4.008,4.008,20.282,90.0,90.0,120.0,166,4
4030487,8.1837,8.1837,11.2772,90.0,90.0,90.0,87,3
4030489,9.118,5.5563,11.236,90.0,90.0,90.0,62,2
4030493,9.723,9.968,9.246,99.18,115.7,77.13,2,0
4030496,12.093,8.835,6.245,90.0,96.94,90.0,14,1
4030500,9.468,5.502,4.878,90.0,90.0,90.0,36,2
4030501,5.955,6.125,8.694,86.35,82.63,89.62,2,0
4030503,16.011,13.586,8.233,90.0,112.6,90.0,15,1
4030504,15.892,13.579,8.226,90.0,113.04,90.0,15,1
4030505,5.735,13.481,23.941,90.0,90.0,90.0,70,2
4030507,8.6417,8.6417,22.1498,90.0,90.0,120.0,167,4
4030508,12.0769,8.6732,8.7293,90.0,90.0,90.0,60,2
4030509,10.424,16.907,15.601,90.0,90.0,90.0,61,2
4030510,5.9432,10.2823,14.7453,90.0,91.069,90.0,15,1
4030513,4.6784,4.6784,3.0351,90.0,90.0,90.0,136,3
4030515,6.589,10.002,8.5653,90.0,92.694,90.0,14,1
4030516,8.54,8.54,8.54,65.7,65.7,65.7,161,4
4030517,4.418,5.603,6.075,78.62,76.26,79.58,2,0
4030518,7.706,10.927,8.649,90.0,105.31,90.0,14,1
4030520,5.5748,5.5748,21.9936,90.0,90.0,120.0,165,4
4030526,5.0992,12.879,8.219,90.0,91.313,90.0,14,1
4030527,6.8697,7.9239,9.4369,90.0,104.072,90.0,15,1
4030529,3.9544,3.9544,19.8371,90.0,90.0,120.0,166,4
4030531,3.9159,3.9159,19.7674,90.0,90.0,120.0,166,4
4030603,13.813,13.813,13.813,90.0,90.0,90.0,212,6
4030605,9.342,8.821,5.166,90.0,90.0,90.0,33,2
4030607,6.025,6.025,6.025,60.48,60.48,60.48,166,4
4030610,5.609,6.039,6.622,90.07,95.43,89.99,2,0
4030614,9.274,9.274,9.274,90.0,90.0,90.0,198,6
4030617,4.504,8.422,6.71,90.0,106.26,90.0,12,1
4030619,21.127,7.665,7.478,90.0,90.0,90.0,63,2
4030622,23.362,7.3127,8.236,90.0,90.0,90.0,63,2
4030623,5.5402,5.5402,8.453,90.0,90.0,90.0,139,3
4030656,10.202,10.202,10.202,90.0,90.0,90.0,197,6
4030657,10.199,10.199,10.199,90.0,90.0,90.0,197,6
4030658,10.19,10.19,10.19,90.0,90.0,90.0,197,6
4030659,10.138,10.138,10.138,90.0,90.0,90.0,197,6
4030660,10.23,10.23,10.23,90.0,90.0,90.0,197,6
4030661,10.21,10.21,10.21,90.0,90.0,90.0,197,6
4030662,10.292,10.292,10.292,90.0,90.0,90.0,197,6
4030663,10.141,10.141,10.141,90.0,90.0,90.0,197,6
4030664,10.215,10.215,10.215,90.0,90.0,90.0,197,6
4030666,10.21,10.21,10.21,90.0,90.0,90.0,197,6
4030667,5.2718,5.2718,5.2718,90.0,90.0,90.0,221,6
4030668,5.12,5.12,5.12,96.23,96.23,96.23,148,4
4030676,14.4963,14.4963,9.3193,90.0,90.0,90.0,141,3
4030684,14.988,14.988,7.371,90.0,90.0,90.0,87,3
4030702,5.817,5.817,8.256,90.0,90.0,90.0,140,3
4030705,5.707,5.707,13.31,90.0,90.0,120.0,194,5
4030706,10.584,10.584,3.72776,90.0,90.0,120.0,176,5
4030709,12.8561,6.3528,10.6574,90.0,90.0,90.0,52,2
4030710,13.035,6.503,10.609,90.0,90.0,90.0,52,2
4030711,13.273,6.633,10.74,90.0,90.0,90.0,52,2
4030712,13.432,6.712,10.702,90.0,90.0,90.0,52,2
4030713,6.6239,6.901,12.539,90.0,98.98,90.0,13,1
4030716,9.642,9.642,8.104,90.0,90.0,120.0,190,5
4030717,21.141,6.459,12.219,90.0,104.64,90.0,15,1
4030718,10.138,10.138,10.138,90.0,90.0,90.0,227,6
4030728,5.381,6.181,20.314,90.0,96.08,90.0,14,1
4030729,8.332,10.094,9.092,90.0,115.11,90.0,14,1
4030730,5.4435,5.4435,13.14,90.0,90.0,120.0,167,4
4030731,5.4024,5.4024,13.164,90.0,90.0,120.0,167,4
4030732,5.3906,5.3662,7.598,90.0,90.0,90.0,62,2
4030733,5.3629,5.3304,7.556,90.0,90.0,90.0,62,2
4030734,10.273,10.273,10.273,90.0,90.0,90.0,223,6
4030741,12.28,12.28,3.8265,90.0,90.0,90.0,127,3
4030744,9.7621,9.7621,9.3586,90.0,90.0,120.0,192,5
4030745,9.7659,9.7659,9.3482,90.0,90.0,120.0,192,5
4030746,9.7589,9.7589,9.3256,90.0,90.0,120.0,192,5
4030747,12.979,12.979,7.755,90.0,90.0,120.0,176,5
4030758,9.9026,7.1823,4.134,90.0,90.0,90.2,3,1
4030759,9.9,7.1889,4.1074,90.0,90.0,90.0,16,2
4030760,9.885,7.1672,4.1332,90.0,90.0,90.0,16,2
4030785,4.296,4.296,22.93,90.0,90.0,120.0,166,4
4030786,4.037,4.037,22.844,90.0,90.0,120.0,166,4
4030787,4.026,4.026,22.802,90.0,90.0,120.0,166,4
4030788,4.02,4.02,22.838,90.0,90.0,120.0,166,4
4030789,3.991,3.991,22.717,90.0,90.0,120.0,166,4
4030790,3.991,3.991,22.838,90.0,90.0,120.0,166,4
4030791,4.249,4.249,22.851,90.0,90.0,120.0,166,4
4030792,4.221,4.221,22.897,90.0,90.0,120.0,166,4
4030793,4.194,4.194,22.894,90.0,90.0,120.0,166,4
4030794,4.143,4.143,22.88,90.0,90.0,120.0,166,4
4030795,4.126,4.126,22.89,90.0,90.0,120.0,166,4
4030796,4.11,4.11,22.9,90.0,90.0,120.0,166,4
4030797,4.08,4.08,22.874,90.0,90.0,120.0,166,4
4030798,4.06,4.06,22.885,90.0,90.0,120.0,166,4
4030802,11.309,9.9477,16.4911,90.0,90.0,90.0,62,2
4030803,11.215,9.8543,16.395,90.0,90.0,90.0,62,2
4030804,6.341,6.834,4.3714,90.0,90.0,90.0,62,2
4030805,13.1656,10.11,6.9816,90.0,111.559,90.0,15,1
4030807,5.8502,6.7883,7.937,80.5,80.64,76.33,2,0
4030810,6.361,3.857,7.303,90.0,90.0,90.0,62,2
4030811,7.193,23.138,6.209,90.0,90.0,90.0,72,2
4030812,7.43,24.318,6.261,90.0,90.0,90.0,72,2
4030814,3.8925,3.8925,12.682,90.0,90.0,90.0,139,3
4030815,4.0027,4.0027,13.397,90.0,90.0,90.0,139,3
4030816,5.1409,18.197,7.1355,90.0,92.355,90.0,14,1
4030823,12.792,5.559,10.283,90.0,114.48,90.0,15,1
4030824,12.425,12.484,3.977,90.0,90.0,90.0,32,2
4030833,6.363,6.349,8.991,90.0,90.09,90.0,14,1
4030835,6.366,6.366,9.016,90.0,90.0,90.0,87,3
4030836,9.019,9.019,9.019,90.0,90.0,90.0,225,6
4030840,10.376,13.726,9.328,90.0,90.0,90.0,62,2
4030842,3.862,3.862,6.822,90.0,90.0,120.0,164,4
4030844,9.895,10.488,7.856,90.0,90.73,90.0,12,1
4030845,9.4513,9.4513,7.2036,90.0,90.0,120.0,186,5
4030846,9.326,12.443,12.167,90.0,107.82,90.0,14,1
4030847,10.664,12.732,12.008,90.0,116.57,90.0,14,1
4030850,16.45,9.279,12.707,90.0,108.27,90.0,15,1
4030851,16.604,9.384,12.884,90.0,107.86,90.0,15,1
4030854,12.582,12.582,3.992,90.0,90.0,90.0,127,3
4030855,14.244,10.911,7.32,90.0,90.0,90.0,62,2
4030856,13.4072,13.4072,10.1224,90.0,90.0,90.0,139,3
4030857,10.553,10.553,10.553,90.0,90.0,90.0,225,6
4030858,6.9899,6.9899,18.561,90.0,90.0,90.0,139,3
4030859,7.2834,7.2834,19.403,90.0,90.0,90.0,128,3
4030862,6.562,6.604,6.61,65.9,83.49,87.29,2,0
4030863,13.3866,13.3866,13.3866,90.0,90.0,90.0,201,6
4030864,7.8941,15.127,4.7931,90.0,90.0,90.0,38,2
4030869,3.994,6.531,7.698,90.0,90.0,90.0,47,2
4030874,13.024,7.2974,13.281,90.0,121.124,90.0,15,1
4030875,12.848,13.446,7.057,90.0,114.35,90.0,15,1
4030878,10.0986,10.0986,10.0986,90.0,90.0,90.0,227,6
4030879,10.0905,10.0905,10.0905,90.0,90.0,90.0,227,6
4030880,10.0932,10.0932,10.0932,90.0,90.0,90.0,227,6
4030881,10.2064,10.2064,10.2064,90.0,90.0,90.0,227,6
4030882,10.1845,10.1845,10.1845,90.0,90.0,90.0,227,6
4030883,7.352,5.561,9.642,90.0,90.0,90.0,62,2
4030884,7.272,9.409,11.937,90.0,93.3,90.0,14,1
4030886,9.764,9.764,5.784,90.0,90.0,90.0,88,3
4030887,8.6334,8.6334,21.533,90.0,90.0,120.0,167,4
4030889,16.622,15.739,7.626,90.0,90.0,90.0,62,2
4030893,12.756,25.514,8.035,90.0,90.0,90.0,62,2
4030894,6.0037,6.0037,15.8194,90.0,90.0,120.0,186,5
4030895,13.502,13.502,7.9504,90.0,90.0,90.0,114,3
4030896,6.805,10.226,13.03,90.0,90.39,90.0,14,1
4030897,7.451,18.416,5.542,90.0,90.0,90.0,40,2
4030899,5.448,13.31,23.431,90.0,90.0,90.0,70,2
4030900,5.6312,13.264,23.468,90.0,90.0,90.0,70,2
4030901,5.5924,13.498,23.839,90.0,90.0,90.0,70,2
4030902,5.7796,13.887,24.609,90.0,90.0,90.0,70,2
4030903,5.8041,14.486,25.418,90.0,90.0,90.0,70,2
4030904,17.906,17.906,19.458,90.0,90.0,120.0,167,4
4030905,17.902,17.902,19.686,90.0,90.0,120.0,167,4
4030908,12.175,4.37,11.828,90.0,90.0,90.0,62,2
4030910,3.377,3.377,5.817,90.0,90.0,120.0,164,4
4030911,4.889,14.3857,7.9017,90.0,90.134,90.0,11,1
4030913,5.531,6.585,7.864,96.143,89.847,101.942,2,0
4030914,10.38797,10.38797,10.38797,90.0,90.0,90.0,216,6
4030916,5.53,5.53,6.676,90.0,90.0,120.0,221,6
4030921,9.9858,10.3811,10.4107,90.0,90.0,90.0,62,2
4030923,12.882,13.049,10.609,89.36,117.19,90.36,2,0
4030924,13.311,13.334,10.865,89.96,117.12,90.14,2,0
4030925,17.982,3.9788,10.064,90.0,103.43,90.0,12,1
4030940,6.0818,6.0818,8.3818,90.0,90.0,90.0,91,3
4031160,4.01395,4.01395,9.5423,90.0,90.0,120.0,164,4
4031163,23.642,19.577,6.958,90.0,90.0,90.0,74,2
4031171,5.4881,5.4757,7.7407,90.0,90.0,90.0,74,2
4031172,5.5055,5.5055,13.4618,90.0,90.0,120.0,167,4
4031175,14.368,5.734,12.123,90.0,122.33,90.0,12,1
4031180,4.126,4.126,6.666,90.0,90.0,120.0,194,5
4031181,6.159,6.159,6.159,90.0,90.0,90.0,225,6
4031182,6.724,6.724,6.724,90.0,90.0,90.0,225,6
4031183,6.254,6.254,6.254,90.0,90.0,90.0,225,6
4031184,6.256,6.256,6.256,90.0,90.0,90.0,225,6
4031185,6.542,6.542,6.542,90.0,90.0,90.0,225,6
4031186,6.2,6.2,6.2,90.0,90.0,90.0,225,6
4031187,6.36,6.36,6.36,90.0,90.0,90.0,225,6
4031189,4.101,4.101,6.663,90.0,90.0,120.0,194,5
4031190,4.133,4.133,6.699,90.0,90.0,120.0,194,5
4031194,3.869,11.748,8.561,90.0,90.0,90.0,63,2
4031195,7.379,7.379,4.09,90.0,90.0,120.0,176,5
4031196,8.227,6.565,8.489,90.0,100.1,90.0,14,1
4031198,6.843,15.814,17.436,90.0,90.0,90.0,56,2
4031199,11.44,4.758,5.67,90.0,91.42,90.0,4,1
4031200,6.214,6.214,6.214,90.0,90.0,90.0,225,6
4031201,6.72,6.72,6.72,90.0,90.0,90.0,225,6
4031202,10.88,7.366,8.473,90.0,90.0,90.0,62,2
4031203,3.799,3.799,6.16,90.0,90.0,120.0,156,4
4031206,8.377,8.377,7.481,90.0,90.0,90.0,141,3
4031207,8.25,8.25,7.457,90.0,90.0,90.0,141,3
4031209,10.82,10.96,13.29,90.0,90.0,90.0,63,2
4031210,10.07,10.07,14.75,90.0,90.0,120.0,159,4
4031211,10.06,10.06,14.7,90.0,90.0,120.0,159,4
4031213,10.308,10.308,10.308,90.0,90.0,90.0,217,6
4031218,7.386,9.985,6.931,102.58,81.85,133.52,2,0
4031219,10.37,10.37,5.713,90.0,90.0,90.0,139,3
4031220,10.19,10.19,5.468,90.0,90.0,90.0,139,3
4031222,9.543,9.543,9.543,90.0,90.0,90.0,208,6
4031226,11.422,7.365,11.157,90.0,109.09,90.0,12,1
4031227,6.584,6.871,4.342,90.0,90.0,90.0,58,2
4031228,9.833,9.833,9.833,90.0,90.0,90.0,202,6
4031229,12.575,9.654,7.751,90.0,90.0,90.0,36,2
4031230,12.514,10.144,7.987,90.0,90.0,90.0,36,2
4031231,10.59,10.59,6.56,90.0,90.0,120.0,147,4
4031232,4.983,13.128,12.214,90.0,90.0,90.0,29,2
4031233,5.65,7.46,6.24,90.0,90.0,90.0,29,2
4031234,17.745,6.183,7.019,90.0,106.4,90.0,12,1
4031235,18.484,6.423,7.266,90.0,106.1,90.0,12,1
